# SKILL RUNTIME AUDIT PROGRESS
# Format: [STATUS] card_no | name_en | trigger | type | ability_path | engine | mcp | notes | date
# STATUS: PENDING | ENGINE_PASS | MCP_PASS | FAIL | SKIP | WONTFIX
# Separate from CARD_AUDIT_PROGRESS.txt (text/rules audit).
# Rebuilt: 2026-07-10
#
# Vol.1 deep outcome audit (2026-07-11):
# - Dedicated batch: reports/skill_audit_batches/batch-vol1.json (bp_vol1, 104 cards / 190 nodes)
# - Shallow engine+MCP: FAIL 0 / SKIP 0
# - Outcome PHPUnit: tests/Engine/Vol1NijigasakiSkillAuditTest.php + Vol1HasunosoraLiellaSkillAuditTest.php
#   covering 47 unique ability fingerprints (PL!N / PL!HS / PL!SP / LL-bp1)
# - Engine fixes shipped with this pass: AbilityResolver no longer pre-refreshes WR into deck;
#   pick_yell_member single-candidate add; reveal_deck_until_live then; energy_wait viability;
#   Solitude Rain score_per_distinct_heart_colors
# - Remaining SKIP/WONTFIX for vol.1 deep suite: none (nested continuous draw_per_yell_* exercised
#   only as presence on Live cards; foil variants share ability JSON with audited reps)
[MCP_PASS] PL!S-bp2-001-P | Chika Takami | continuous | blade_if_no_self_success_opp_has | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp4-007-SEC | Setsuna Yuki | continuous | hearts_if_combined_energy | abilities[1] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp4-007-SEC | Setsuna Yuki | live_success | both_energy_wait_from_deck | abilities[2] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp4-008-P | Emma Verde | activated | discard_hand_activate_pick | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp4-008-R | Emma Verde | activated | discard_hand_activate_pick | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp4-009-P | Rina Tennoji | live_start | draw_if_stage_cost_less_surveil | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-009-R | Rina Tennoji | live_start | draw_if_stage_cost_less_surveil | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-010-P | Shioriko Mifune | on_enter | optional_success_wr_live_swap | abilities[0] | PASS | PASS | wr_filter=live; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp4-010-P | Shioriko Mifune | live_start | live_start_match_success_heart | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp4-010-P＋ | Shioriko Mifune | on_enter | optional_success_wr_live_swap | abilities[0] | PASS | PASS | wr_filter=live; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp4-010-P＋ | Shioriko Mifune | live_start | live_start_match_success_heart | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp4-010-R＋ | Shioriko Mifune | on_enter | optional_success_wr_live_swap | abilities[0] | PASS | PASS | wr_filter=live; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp4-010-R＋ | Shioriko Mifune | live_start | live_start_match_success_heart | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp4-010-SEC | Shioriko Mifune | on_enter | optional_success_wr_live_swap | abilities[0] | PASS | PASS | wr_filter=live; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp4-010-SEC | Shioriko Mifune | live_start | live_start_match_success_heart | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp4-011-P | Mia Taylor | live_start | choose_heart_modifier | abilities[0].then | PASS | PASS | nested chain via parent; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-011-P | Mia Taylor | live_start | optional_discard_hand | abilities[0] | PASS | PASS | wr_filter=live; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-011-P | Mia Taylor | live_success | mill_then_add_wr_live_distinct | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-011-P＋ | Mia Taylor | live_start | choose_heart_modifier | abilities[0].then | PASS | PASS | nested chain via parent; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-011-P＋ | Mia Taylor | live_start | optional_discard_hand | abilities[0] | PASS | PASS | wr_filter=live; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-011-P＋ | Mia Taylor | live_success | mill_then_add_wr_live_distinct | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-011-R＋ | Mia Taylor | live_start | choose_heart_modifier | abilities[0].then | PASS | PASS | nested chain via parent; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-011-R＋ | Mia Taylor | live_start | optional_discard_hand | abilities[0] | PASS | PASS | wr_filter=live; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-011-R＋ | Mia Taylor | live_success | mill_then_add_wr_live_distinct | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-011-SEC | Mia Taylor | live_start | choose_heart_modifier | abilities[0].then | PASS | PASS | nested chain via parent; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-011-SEC | Mia Taylor | live_start | optional_discard_hand | abilities[0] | PASS | PASS | wr_filter=live; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-011-SEC | Mia Taylor | live_success | mill_then_add_wr_live_distinct | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-012-P | Lanzhu Zhong | continuous | live_score_if_opp_success_total | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp4-012-R | Lanzhu Zhong | continuous | live_score_if_opp_success_total | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp4-013-N | Ayumu Uehara | live_start | blade_bonus | abilities[0].then | PASS | PASS | nested chain via parent; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-013-N | Ayumu Uehara | live_start | optional_pay_energy | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-016-N | Karin Asaka | on_enter | optional_wait_self_surveil | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_wait_self_surveil; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp4-017-N | Ai Miyashita | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=member; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp4-018-N | Kanata Konoe | auto | on_self_wait_draw_discard | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp4-020-N | Emma Verde | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=member; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp4-021-N | Rina Tennoji | on_enter | optional_wr_to_deck_top | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_wr_to_deck_top; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp4-023-N | Mia Taylor | on_enter | optional_wait_group_member_draw_discard | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_wait_group_member_draw_discard; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp4-025-L | VIVID WORLD | live_start | yell_blades_to_blue | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-025-L | VIVID WORLD | live_success | yell_all_heart_types_score_bonus | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-026-L | DIVE! | auto | optional_named_live_zone_from_wr_on_hand | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-026-L | DIVE! | auto | member_blade_on_live_zone_faceup | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-027-L | EMOTION | live_start | score_per_named_success_live | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-028-L | stars we chase | live_start | score_if_wr_distinct_live_count | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-029-L | Rise Up High! | live_start | turn_one_live_score_member_blade | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-030-L | Daydream Mermaid | live_success | live_success_pick_energy_or_member | abilities[0] | PASS | PASS | wr_filter=member; prompt=live_success_pick_energy_or_member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp4-031-L | NEO SKY, NEO MAP! | live_start | draw_surveil_if_full_stage_cost | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[SKIP] PL!N-bp5-001-AR | Ayumu Uehara | auto | live_score_bonus | abilities[0].min_types_6 | SKIP | SKIP | nested node; parent not exercised; engine SKIP | 2026-07-10
[MCP_PASS] PL!N-bp5-001-AR | Ayumu Uehara | auto | auto_yell_distinct_blade_heart_milestones | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[SKIP] PL!N-bp5-001-P | Ayumu Uehara | auto | live_score_bonus | abilities[0].min_types_6 | SKIP | SKIP | nested node; parent not exercised; engine SKIP | 2026-07-10
[MCP_PASS] PL!N-bp5-001-P | Ayumu Uehara | auto | auto_yell_distinct_blade_heart_milestones | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[SKIP] PL!N-bp5-001-R＋ | Ayumu Uehara | auto | live_score_bonus | abilities[0].min_types_6 | SKIP | SKIP | nested node; parent not exercised; engine SKIP | 2026-07-10
[MCP_PASS] PL!N-bp5-001-R＋ | Ayumu Uehara | auto | auto_yell_distinct_blade_heart_milestones | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[SKIP] PL!N-bp5-001-SEC | Ayumu Uehara | auto | live_score_bonus | abilities[0].min_types_6 | SKIP | SKIP | nested node; parent not exercised; engine SKIP | 2026-07-10
[MCP_PASS] PL!N-bp5-001-SEC | Ayumu Uehara | auto | auto_yell_distinct_blade_heart_milestones | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp5-002-AR | Kasumi Nakasu | continuous | live_score_if_most_hearts_member | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-002-P | Kasumi Nakasu | continuous | live_score_if_most_hearts_member | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-002-R | Kasumi Nakasu | continuous | live_score_if_most_hearts_member | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-003-AR | Shizuku Osaka | activated | activated_discard_pay_wr_live_score | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-003-P | Shizuku Osaka | activated | activated_discard_pay_wr_live_score | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-003-R | Shizuku Osaka | activated | activated_discard_pay_wr_live_score | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-004-AR | Karin Asaka | on_enter_or_live_start | optional_wait_self_wait_opp_exact_blade | abilities[0] | PASS | PASS | wr_filter=member; prompt=bp5_wait_self_opp_exact_blade; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp5-004-P | Karin Asaka | on_enter_or_live_start | optional_wait_self_wait_opp_exact_blade | abilities[0] | PASS | PASS | wr_filter=member; prompt=bp5_wait_self_opp_exact_blade; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp5-004-R | Karin Asaka | on_enter_or_live_start | optional_wait_self_wait_opp_exact_blade | abilities[0] | PASS | PASS | wr_filter=member; prompt=bp5_wait_self_opp_exact_blade; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp5-005-AR | Ai Miyashita | on_leave_stage | on_leave_baton_incoming_bonus | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-005-P | Ai Miyashita | on_leave_stage | on_leave_baton_incoming_bonus | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-005-R＋ | Ai Miyashita | on_leave_stage | on_leave_baton_incoming_bonus | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-005-SEC | Ai Miyashita | on_leave_stage | on_leave_baton_incoming_bonus | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-006-AR | Kanata Konoe | continuous | skip_active_phase_self | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-006-AR | Kanata Konoe | live_success | live_success_wait_self_if_other_stage | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-006-P | Kanata Konoe | continuous | skip_active_phase_self | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-006-P | Kanata Konoe | live_success | live_success_wait_self_if_other_stage | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-006-R | Kanata Konoe | continuous | skip_active_phase_self | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-006-R | Kanata Konoe | live_success | live_success_wait_self_if_other_stage | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-007-AR | Setsuna Yuki | live_start | live_start_if_equal_success_live_count | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-007-AR | Setsuna Yuki | live_success | live_success_draw_discard_if_surplus | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-007-P | Setsuna Yuki | live_start | live_start_if_equal_success_live_count | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-007-P | Setsuna Yuki | live_success | live_success_draw_discard_if_surplus | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-007-R＋ | Setsuna Yuki | live_start | live_start_if_equal_success_live_count | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-007-R＋ | Setsuna Yuki | live_success | live_success_draw_discard_if_surplus | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-007-SEC | Setsuna Yuki | live_start | live_start_if_equal_success_live_count | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-007-SEC | Setsuna Yuki | live_success | live_success_draw_discard_if_surplus | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-008-AR | Emma Verde | activated | activated_stack_energy_activate | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-008-P | Emma Verde | activated | activated_stack_energy_activate | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-008-R | Emma Verde | activated | activated_stack_energy_activate | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-009-AR | Rina Tennoji | on_enter | optional_wait_discard_look_reveal_group | abilities[0] | PASS | PASS | wr_filter=member; prompt=bp5_wait_discard_look_reveal; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-009-P | Rina Tennoji | on_enter | optional_wait_discard_look_reveal_group | abilities[0] | PASS | PASS | wr_filter=member; prompt=bp5_wait_discard_look_reveal; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-009-R | Rina Tennoji | on_enter | optional_wait_discard_look_reveal_group | abilities[0] | PASS | PASS | wr_filter=member; prompt=bp5_wait_discard_look_reveal; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-010-AR | Shioriko Mifune | live_success | live_success_surplus_heart_score_swing | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-010-P | Shioriko Mifune | live_success | live_success_surplus_heart_score_swing | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-010-R | Shioriko Mifune | live_success | live_success_surplus_heart_score_swing | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-011-AR | Mia Taylor | on_enter | on_enter_wr_live_distinct_choice | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-011-P | Mia Taylor | on_enter | on_enter_wr_live_distinct_choice | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-011-R | Mia Taylor | on_enter | on_enter_wr_live_distinct_choice | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-012-AR | Lanzhu Zhong | activated | activated_stack_energy_draw_heart | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp5-012-AR | Lanzhu Zhong | live_success | live_success_energy_wait_stacked_plus | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp5-012-P | Lanzhu Zhong | activated | activated_stack_energy_draw_heart | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp5-012-P | Lanzhu Zhong | live_success | live_success_energy_wait_stacked_plus | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp5-012-R＋ | Lanzhu Zhong | activated | activated_stack_energy_draw_heart | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp5-012-R＋ | Lanzhu Zhong | live_success | live_success_energy_wait_stacked_plus | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp5-012-SEC | Lanzhu Zhong | activated | activated_stack_energy_draw_heart | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp5-012-SEC | Lanzhu Zhong | live_success | live_success_energy_wait_stacked_plus | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-bp5-013-N | Ayumu Uehara | live_start | live_start_heart_if_stacked_on_stage | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-014-N | Kasumi Nakasu | activated | activated_pay_discard_add_wr_live | abilities[0] | PASS | PASS | wr_filter=live; prompt=pick_wr_to_hand; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-015-N | Shizuku Osaka | live_start | live_start_blade_if_all_six_hearts_stage | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-016-N | Karin Asaka | live_success | draw_and_discard | abilities[0] | PASS | PASS | wr_filter=member; prompt=effect_discard_hand; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-019-N | Setsuna Yuki | on_enter | add_from_wr | abilities[0].then | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-019-N | Setsuna Yuki | on_enter | optional_discard_prompt | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_discard_prompt; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-021-N | Rina Tennoji | on_enter | mill_optional_wr_live_deck_fourth | abilities[0] | PASS | PASS | wr_filter=member; prompt=bp5_wr_live_deck_position; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-022-N | Shioriko Mifune | on_enter | add_from_wr | abilities[0].then | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-022-N | Shioriko Mifune | on_enter | optional_discard_prompt | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_discard_prompt; tier A ok | 2026-07-10
[MCP_PASS] PL!N-bp5-023-N | Mia Taylor | live_success | draw_and_discard | abilities[0] | PASS | PASS | wr_filter=member; prompt=effect_discard_hand; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-026-L | TOKIMEKI Runners | live_start | live_start_score_if_all_six_hearts_stage | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-026-L | TOKIMEKI Runners | live_success | live_success_add_wr_if_live_score | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-027-L | Miracle STAY TUNE! | live_start | live_start_score_if_success_zone_and_names | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-028-L | CHASE! | live_start | live_start_yellow_heart_member_buff | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-029-L | Muteki-kyuu*Believer | live_start | live_start_reveal_pick_named_hearts | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-030-L | Ryouran! Victory Road | auto | auto_grant_wild_on_member_live_start | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-bp5-030-L | Ryouran! Victory Road | auto | auto_draw_on_member_live_success | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-pb1-001-P＋ | Ayumu Uehara | on_enter | add_from_wr | abilities[0].then | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-001-P＋ | Ayumu Uehara | on_enter | optional_discard_prompt | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-001-P＋ | Ayumu Uehara | continuous | blade_if_live_zone_min | abilities[1] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-001-R | Ayumu Uehara | on_enter | add_from_wr | abilities[0].then | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-001-R | Ayumu Uehara | on_enter | optional_discard_prompt | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-001-R | Ayumu Uehara | continuous | blade_if_live_zone_min | abilities[1] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-002-P＋ | Kasumi Nakasu | on_enter | optional_stack_energy | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_stack_energy; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-002-P＋ | Kasumi Nakasu | continuous | live_score_if_stacked_energy | abilities[1] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-002-R | Kasumi Nakasu | on_enter | optional_stack_energy | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_stack_energy; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-002-R | Kasumi Nakasu | continuous | live_score_if_stacked_energy | abilities[1] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[SKIP] PL!N-pb1-003-P＋ | Shizuku Osaka | activated | hand_discard_for_stage_blade | abilities[0] | SKIP | SKIP | harness: hand-only activation UI; engine SKIP | 2026-07-10
[SKIP] PL!N-pb1-003-R | Shizuku Osaka | activated | hand_discard_for_stage_blade | abilities[0] | SKIP | SKIP | harness: hand-only activation UI; engine SKIP | 2026-07-10
[MCP_PASS] PL!N-pb1-004-P＋ | Karin Asaka | continuous | blade_if_not_moved_this_turn | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-pb1-004-P＋ | Karin Asaka | live_start | reveal_top_play_or_position | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-pb1-004-R | Karin Asaka | continuous | blade_if_not_moved_this_turn | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-pb1-004-R | Karin Asaka | live_start | reveal_top_play_or_position | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!N-pb1-005-P＋ | Ai Miyashita | auto | draw_on_stage_cost_enter | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-pb1-005-R | Ai Miyashita | auto | draw_on_stage_cost_enter | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!N-pb1-006-P＋ | Kanata Konoe | activated | wait_self_activate_energy | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-006-R | Kanata Konoe | activated | wait_self_activate_energy | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-007-P＋ | Setsuna Yuki | continuous | hearts_if_live_zone_six_colors | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-007-R | Setsuna Yuki | continuous | hearts_if_live_zone_six_colors | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!N-pb1-008-P＋ | Emma Verde | continuous | hand_cost_reduction_if_wait_group | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
